sensor_video,obj_id,obj_lbl,obj_pose,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6
video_1.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",1,0.8863067997688627,-0.025689395156925476,-0.02717706974611822,0.0,0.0,-9.914354877582577
video_2.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",2,0.695469795055933,0.4228041616032312,-0.2638012552893293,0.0,0.0,-9.858224712403372
video_3.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",3,-0.5047054635843053,0.6830993183226812,-0.457483343458285,0.0,0.0,-9.837845664629327
video_4.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",4,0.26361847895113,0.21491229384042887,-0.8740665764389743,0.0,0.0,-9.697744693021576
video_5.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",5,0.11771486018465893,0.40012784126829826,-0.7372576510433387,0.0,0.0,-9.481685313855204
video_6.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",6,-0.044611857779723874,-0.22715931701315095,-0.3865713042060641,0.0,0.0,-9.443235697976817
video_7.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",7,0.46251093526512266,0.09423732870866242,-0.5226534082495019,0.0,0.0,-9.326266440387306
video_8.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",8,0.2651214204409178,-0.8853719519285193,-0.9715619770785581,0.0,0.0,-9.26787544524033
video_9.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",9,0.1143131967684099,0.5532922513660699,-0.8448121205005779,0.0,0.0,-9.175617608057332
video_10.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",10,0.21100697463629725,-0.9139940217553757,-0.38166492417077735,0.0,0.0,-8.934415917932723
video_11.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",11,-0.26432812472031264,-0.5370856511829645,-0.2703422920577929,0.0,0.0,-8.631390988067755
video_12.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",12,-0.45548717688768425,-0.22584281741935364,-0.9938000307949453,0.0,0.0,-8.596268492192365
video_13.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",13,0.02652204630905408,-0.40441090560992454,-0.949942019988433,0.0,0.0,-8.49403618823559
video_14.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",14,0.4085210908993453,0.46322156331962194,-0.28578770313059787,0.0,0.0,-8.38921530675955
video_15.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",15,0.8797229094588834,0.6528966697171454,-0.21200791624597703,0.0,0.0,-8.32795798406426
video_16.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",16,0.7319048114156763,0.14922953826110597,-0.3305802773726434,0.0,0.0,-8.06287732181989
video_17.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",17,0.14947398175133952,0.5234196375184998,-0.3004921457924191,0.0,0.0,-7.8800104795792265
video_18.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",18,-0.060250927199947846,0.7437761082217587,-0.6000472498674173,0.0,0.0,-7.869617144531631
video_19.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",19,0.7940343345933445,-0.4536224313550925,-0.5687075457963298,0.0,0.0,-7.819282290201686
video_20.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",20,0.09504602019535491,0.7756541877174485,-0.09886166927573803,0.0,0.0,-7.0099113953747505
video_21.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",21,-0.8329090318012218,-0.23532998691890494,-0.5897813138255089,0.0,0.0,-6.9859501110614275
video_22.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",22,0.05197237990996051,-0.3385857030524628,-0.4724557284891938,0.0,0.0,-6.844118558466182
video_23.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",23,-0.7284528109206523,-0.6962053159456096,-0.6739898836237989,0.0,0.0,-6.83190890497208
video_24.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",24,-0.31604840739833295,-0.493900767429581,-0.13496059660495008,0.0,0.0,-6.764639772207126
video_25.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",25,-0.9370422310744577,-0.6367335979682252,-0.34833878548556896,0.0,0.0,-6.433537139085743
video_26.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",26,0.35630781561685154,-0.19872841194873891,-0.9235558502281703,0.0,0.0,-5.897668602101483
video_27.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",27,-0.8431697611274502,-0.018589041798714234,-0.4319386358203219,0.0,0.0,-5.860003206863529
video_28.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",28,-0.710614330811665,-0.7537255549211788,-0.43338182349783994,0.0,0.0,-5.6741999043478275
video_29.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",29,-0.1130884288138243,0.8377617797017896,-0.9797090653984099,0.0,0.0,-5.667616836228111
video_30.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",30,-0.9324453909262185,0.5008365912586101,-0.907181708313168,0.0,0.0,-5.369097045426676
video_31.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",31,0.6094232101547636,0.87484503619774,-0.39380414372414685,0.0,0.0,-5.081099196318584
video_32.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",32,0.48615080890542184,0.18381970577736517,-0.41280314846470667,0.0,0.0,-4.932668627442869
video_33.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",33,-0.755457055748052,0.2383592465709543,-0.439475347674558,0.0,0.0,-4.859799852993218
video_34.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",34,0.9268163035475605,0.12635946559306355,-0.6015997203783503,0.0,0.0,-4.780213730318437
video_35.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",35,0.3483513228791735,-0.8978056349392549,-0.8409902489254212,0.0,0.0,-4.471995689547872
video_36.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",36,0.1736380457008293,0.6838320531454274,-0.5541339535579715,0.0,0.0,-4.441315287217971
video_37.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",37,0.3345473136612138,-0.9900508022482077,-0.0006007678621858803,0.0,0.0,-4.343545518844998
video_38.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",38,0.28442288937140914,0.707955430648479,-0.06058420775607232,0.0,0.0,-4.251930215137756
video_39.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",39,0.7777783415848818,0.7847116255275333,-0.5944700890015632,0.0,0.0,-4.243777475529107
video_40.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",40,0.6944596904367488,0.886736972188501,-0.6848559555549739,0.0,0.0,-3.6913268845061076
video_41.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",41,-0.8310206769494637,0.43989680691372457,-0.55435591544562,0.0,0.0,-3.0178933939135106
video_42.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",42,-0.372660881153569,0.5431120159142853,-0.15784139047140877,0.0,0.0,-2.906858367057083
video_43.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",43,-0.19484369967985282,-0.49676970539281995,-0.8314767315756579,0.0,0.0,-2.287249393731125
video_44.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",44,0.8759660211535725,-0.043555277712350904,-0.18954805114868756,0.0,0.0,-1.9631500673641753
video_45.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",45,-0.89258738701372,0.9114583422341778,-0.35366898478699005,0.0,0.0,-1.577791598464973
video_46.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",46,0.4601172213916007,-0.6764146997876279,-0.8126859512890643,0.0,0.0,-1.197309754663694
video_47.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",47,-0.1235697547882395,0.18197996055093357,-0.41358664750502794,0.0,0.0,-0.6944693458447375
video_48.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",48,-0.9137111666876017,0.8344667628262594,-0.5482449349314986,0.0,0.0,-0.6571145088117873
video_49.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",49,0.7709913237351045,-0.0650658467297649,-0.23304214273995616,0.0,0.0,-0.5488751085743218
video_50.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",50,-0.44086395183876914,-0.9629427798271506,-0.722613566371945,0.0,0.0,-0.5382355646587555
video_51.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",51,0.5750150033460908,-0.6237728491538652,-0.9247540008988065,0.0,0.0,-0.3532169109597696
video_52.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",52,-0.5856296381354162,-0.8344103528192344,-0.412250115268582,0.0,0.0,-0.06308370953578901
video_53.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",53,0.5622735030424695,-0.7613803903512308,-0.05676757389383813,0.0,0.0,0.14138042267219753
video_54.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",54,0.5266619507747112,0.9718932213120357,-0.4751327866106436,0.0,0.0,0.3034716439881038
video_55.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",55,-0.7344556039968533,-0.33281856098478646,-0.033716697366591,0.0,0.0,0.36470609755157213
video_56.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",56,0.04151624809190424,0.43715484283235795,-0.017113569380451832,0.0,0.0,0.6933355743690779
video_57.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",57,-0.9730839169861347,-0.4483514607311523,-0.14149415885640415,0.0,0.0,0.9031154338679954
video_58.mp4,1,Q,"[0.0, 0.0, 0.0, 0.0, 0.0, -145.0]",58,0.8685329107223365,-0.726483554816554,-0.729668141674135,0.0,0.0,0.9900663847085198
